# SquatchScout export · weights R/E/D/B/S=25/20/20/20/15 · data © OpenStreetMap contributors (ODbL) + business websites
id,display_name,name,score,tier,street,city,state,postcode,country,address_source,website,domain,emails,phones,socials,is_chain_suspected,enrichment_status,llm_status,founded_year,owner_operated,owner_name,family_owned,site_builder,has_booking,has_chat,reasons
250e01ab34224d0694a1d91db80a37f0,Lone Star Pediatric Dental,Lone Star Pediatric Dental,36.0,D,,,,,US,none,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; little evidence of establishment; no website at all — maximum digital upside +20; independent (not a chain) +12; real business name +4; no succession signals
fbc646a3d43e4154b2418fb68d597c43,Matthew Home Dentistry,Matthew Home Dentistry,36.0,D,,,,,US,none,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; little evidence of establishment; no website at all — maximum digital upside +20; independent (not a chain) +12; real business name +4; no succession signals
6944aa86af3b4c95b7deb500e838c39d,High Point Dentistry,High Point Dentistry,36.0,D,East 7th Street,,,,US,osm,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; little evidence of establishment; no website at all — maximum digital upside +20; independent (not a chain) +12; real business name +4; no succession signals
739b590e427c47e7984d4517e70fb201,Manzanita Kids Dentistry & Orthodontics,Manzanita Kids Dentistry & Orthodontics,36.0,D,,,,,US,none,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; little evidence of establishment; no website at all — maximum digital upside +20; independent (not a chain) +12; real business name +4; no succession signals
a6a72176cbe840aebb175b58cd032bb4,Taylor Dental EZBraces,Taylor Dental EZBraces,36.0,D,,,,,US,none,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; little evidence of establishment; no website at all — maximum digital upside +20; independent (not a chain) +12; real business name +4; no succession signals
904194e6c3c7474ca946a9aea8f70024,Legend Dental,Legend Dental,36.0,D,,,,,US,none,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; little evidence of establishment; no website at all — maximum digital upside +20; independent (not a chain) +12; real business name +4; no succession signals
009b3bae204343f3872ab6230d246842,Lamar Dental Center,Lamar Dental Center,36.0,D,,,,,US,none,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; little evidence of establishment; no website at all — maximum digital upside +20; independent (not a chain) +12; real business name +4; no succession signals
a9329440d16844e0a996e4195c129713,MyDental,MyDental,36.0,D,,,,,US,none,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; little evidence of establishment; no website at all — maximum digital upside +20; independent (not a chain) +12; real business name +4; no succession signals
dfe3c386bcdc49fbafee4502f50b05fa,Pflugerville Modern Denistry,Pflugerville Modern Denistry,36.0,D,,,,,US,none,,,,,,False,no_website,not_needed,,,,,,,,no reachable contact found; little evidence of establishment; no website at all — maximum digital upside +20; independent (not a chain) +12; real business name +4; no succession signals
51af779a75be48d384320116b9511227,Castle Dental,Castle Dental,31.0,D,East 41st Street,Austin,TX,78751,US,osm,https://www.castledental.com/dentist-near-me/austin-dentist/35080,castledental.com,,+15124583600,,True,unreachable,not_needed,,,,,,,,valid phone +8; full address in OSM +3; opening hours in OSM +2; phone/website in OSM +2; no online booking +5; no chat widget +3; chain/franchise suspected +0; physical address known +4; real business name +4; no succession signals
cf253ad3eb0f40f691cffcddb9ea220b,Castle Dental,Castle Dental,22.0,D,West Canyon Ridge Drive,,,,US,osm,https://www.castledental.com/,castledental.com,,+15128372900,,True,unreachable,not_needed,,,,,,,,valid phone +8; phone/website in OSM +2; no online booking +5; no chat widget +3; chain/franchise suspected +0; real business name +4; no succession signals
